base_date,emd_cd,fe_resid_reg_pop,fe_foreign_pop,m_resid_reg_pop,m_foreign_pop
1779,2019-04-30,50130620,1991,140,2108,143
1780,2019-05-31,50130620,1981,140,2103,140
1781,2019-06-30,50130620,1975,143,2091,133
1782,2019-07-31,50130620,1977,147,2092,136
1783,2019-08-31,50130620,1968,147,2079,137
1784,2019-09-30,50130620,1971,146,2071,136
1785,2019-10-31,50130620,1961,146,2053,135
1786,2019-11-30,50130620,1961,149,2036,134
1787,2019-12-31,50130620,1951,143,2023,130
1788,2020-01-31,50130620,1964,144,2019,133
1789,2020-02-29,50130620,1957,146,2021,135
1790,2020-03-31,50130620,1948,144,2016,127
1791,2020-04-30,50130620,1923,145,2031,124
1792,2020-05-31,50130620,1904,146,2022,125
1793,2020-06-30,50130620,1894,146,2041,127
1794,2020-07-31,50130620,1899,145,2039,129
1795,2020-08-31,50130620,1902,145,2032,124
1796,2020-09-30,50130620,1906,144,2027,122
1797,2020-10-31,50130620,1913,141,2025,118
1798,2020-11-30,50130620,1919,140,2025,117
1799,2020-12-31,50130620,1916,142,2022,120
1800,2021-01-31,50130620,1916,138,2018,120
1801,2021-02-28,50130620,1904,137,2013,119
1802,2021-03-31,50130620,1918,137,2007,116
1803,2021-04-30,50130620,1904,135,2004,118
1804,2021-05-31,50130620,1910,135,2021,112
1805,2021-06-30,50130620,1902,128,2013,109
